key,en,br,es,pr
MANTIS_NAME,Dark Mantis,Dark Mantis,Dark Mantis,João Grilo
ON_VALUE,ON,Ativo,ON,Ativo
<!MissingKey:318:Cycle of the Six Existences>,Cycle of the Six Existences,Ciclo das Seis Existências,Ciclo de las Seis Existencias,Ciclo das Seis Existências
STAGE_DC,Stage,Fase,Nivel,Engenho
SHOT_ACT,shot,tiro,Disparo,tiro
<!MissingKey:321:Defeated Secret Boss #2.>,Defeated Secret Boss #2.,Derrotou o Boss Secreto #2.,Derrotaste al Jefe Secreto #2,Derrotou o Boss Secreto #2.
PELEDOSGAMES_DISC,Juggled the Armor well after beating the Boss.,Cabeceou a Armadura bem depois de derrotar o Boss.,Malabareaste la armadura por un tiempo despues de vencer al jefe.,Cabeceou a Armadura bem depois de derrotar o Boss.
KEYBOARD_CTG,Keyboard,Teclado,Teclado,Teclado
VILEDEFEATEDTWICE_DISC,Defeated Vile twice.,Derrotou Vile duas vezes.,Derrotaste a Vile dos veces.,Derrotou Vile duas vezes.
KEYCFG_START,KEY  CONFIG,CONTROLES,CONFIGURAR CONTROLES,CONTROLE ZOADO
<!MissingKey:326:Defeated the Final Boss Second Phase without equipping any upgrades.>,Defeated the Final Boss Second Phase without equipping any upgrades.,Derrotou a Segunda Fase do Boss Final sem equipar nenhuma melhoria.,Derrotaste la Segunda Fase del Jefe Final sin equipar ninguna mejora.,Derrotou a Segunda Fase do Boss Final sem equipar nenhuma melhoria.
SHOT2_ACT,shot2,tiro2,Disparo2,tiro2
<!MissingKey:328:For a World that's Doomed>,For a World that's Doomed,,,
MUSIC_OPTION,Music Volume,Volume da Música,Volumen de la Música,Pôe no máximo
<!MissingKey:330:Time for our Final Showdown>,Time for our Final Showdown,,,
<!MissingKey:331:Defeated Optic Sunflower without equipping any upgrades.>,Defeated Optic Sunflower without equipping any upgrades.,Derrotou Optic Sunflower sem equipar nenhuma melhoria.,Derrotaste a Optic Sunflower sin equipar mejoras.,Derrotou Optic Sunflower sem equipar nenhuma melhoria.
<!MissingKey:332:Central White>,Central White,Central Alva,Central Alba,Trombudo Central
<!MissingKey:333:Troia Base>,Troia Base,Base Troia,Base Troia,Anta Gorda
<!MissingKey:334:The Route To Space>,The Route To Space,,,
<!MissingKey:335:Metal Valley>,Metal Valley,Vale do Metal,Valle de Metal,Caucaia
INTRO2-13,"I see. Hold tight, I'll signal my team to send in the rescue-","Entendo. Aguentem firme, vou sinalizar minha equipe para que-","Entiendo. Aguarda aquí, enviaré una señal a mi equipo para que envíen el rescate-","Entendo. Aguentem firme, vou sinalizar minha equipe para que-"
JUMP_ACT,jump,pulo,Salto,pulo
INTRO2-12,I'm the director in charge of the elevator and the Jakob Project.,Sou responsável pelo elevador e pelo Projeto Jakob.,Soy el director a cargo del elevador y del Proyecto Jakob.,Se apresenta primeiro antes de sair perguntando o nome dozoto.
INTRO2-11,I'm Lumine... ,Me chamo Lumine... ,Me llamo Lumine.,Como assim quem é você? Que falta de educação.
INTRO2-10,Who are you?,Quem é você?,¿Quién eres?,Quem é você?
TANK_ABV,SUB.T,SUB.T,SUB.T,SUB.T
<!MissingKey:342:You Old Model Reploids>,You Old Model Reploids,,,
<!MissingKey:343:Inferno>,Inferno,Incinerador Inferno,Incinerador Infierno,Favela do Gato Morto
<!MissingKey:344:Defeated Vile at Sigma Palace.>,Defeated Vile at Sigma Palace.,Derrotou Vile no Palácio de Sigma.,Derrotaste a Vile en el Palacio de Sigma.,Derrotou Vile no Palácio de Sigma.
<!MissingKey:345:Portal>,Portal,,,
<!MissingKey:346:Defeated Gigabolt Manowar without using special weapons.>,Defeated Gigabolt Manowar without using special weapons.,Derrotou Gigabolt Manowar sem usar armas especiais.,Derrotaste a Gigabolt Manowar sin usar armas especiales.,Derrotou Gigabolt Manowar sem usar armas especiais.
<!MissingKey:347:Gotta Go Fast>,Gotta Go Fast,,,
<!MissingKey:348:Gateway>,Gateway,Satélite de Acesso,Satélite de Acceso,Arroio dos Ratos
<!MissingKey:349:I Am Indeed Sigma>,I Am Indeed Sigma,,,
WSIZE_OPTION,Window Size,Tamanho da Janela,Tamaño de la Ventana,Deixar grandão
<!MissingKey:351:Puny Maverick Hunter>,Puny Maverick Hunter,,,
TRILOBYTE_NAME,Earthrock Trilobyte,Earthrock Trilobyte,Earthrock Trilobyte,Tatuzinho de Jardim
SUNFLOWER_NAME,Optic Sunflower,Optic Sunflower,Optic Sunflower,Óleo de Girassol
<!MissingKey:354:Defeated the Final Boss Second Phase without taking damage.>,Defeated the Final Boss Second Phase without taking damage.,Derrotou a Segunda Fase do Boss Final sem tomar dano.,Derrotaste la Segunda Fase del Jefe Final sin recibir daño.,Derrotou a Segunda Fase do Boss Final sem tomar dano.
<!MissingKey:355:Defeated Dark Mantis without equipping any upgrades.>,Defeated Dark Mantis without equipping any upgrades.,Derrotou Dark Mantis sem equipar nenhuma melhoria.,Derrotaste a Dark Mantis sin equipar ninguna mejora.,Derrotou Dark Mantis sem equipar nenhuma melhoria.
DEFEATEDALL_TITLE,The Orbital Elevator,,,
KEYCFG_TITLE,KEY CONFIG,CONFIGURAÇÃO DE BOTÕES,CONFIGURACIÓN DE BOTONES,DEIXA O DASH NO A
<!MissingKey:358:Defeated the Secret Boss.>,Defeated the Secret Boss.,Derrotou o Boss Secreto.,Derrotaste al Jefe Secreto.,Derrotou o Boss Secreto.
CRT_OPTION,CRT Filter,Filtro CRT,Filtro CRT,TV de Tubo
<!MissingKey:360:Ruler of the New World>,Ruler of the New World,,,
DEFAULTHEAD_DISC,Default part.,Parte padrão.,Parte Estandar,Parte padrão.
<!MissingKey:362:Your Precious 'Justice'>,Your Precious 'Justice',,,
<!MissingKey:363:Broke your way through Dynasty.>,Broke your way through Dynasty.,Destruiu a segunda porta em Usina Dinastia.,Te abriste camino a través de Dinastía.,Destruiu a segunda porta em Usina Dinastia.
<!MissingKey:364:Fire Dash>,Fire Dash,,,
COLLECTALLSUBTANKS_TITLE,Virtue's Last Reward,,,
<!MissingKey:366:Defeated Avalanche Yeti without taking damage.>,Defeated Avalanche Yeti without taking damage.,Derrotou Avalanche Yeti sem tomar dano.,Derrotaste a Avalanche Yeti sin recibir daño.,Derrotou Avalanche Yeti sem tomar dano.
RESET_ACHIEV_FINISHED,Achivements Progress Cleared.,Progresso Conquistas Apagado.,Progreso de Logros Apagado,Progresso Conquistas Apagado.
PANDARIDEREACHED_TITLE,Probotector,,,
EXIT_BUTTON,Exit,Sair,Salir,Vazar
HERMESARMS4,"Your weapons will also not consume energy when fired, except when you perform a Charge Shot.","Além disso, suas Armas não consomem energia quando disparadas, exceto quando você usar um Tiro Carregado.","Tus armas tampoco consumirán energía al disparar, excepto cuando realices un Disparo Cargado.","Além disso, suas Armas não consomem energia quando disparadas, exceto quando você usar um Tiro Carregado."
<!MissingKey:371:Defeated Bamboo Pandamonium without equipping any upgrades.>,Defeated Bamboo Pandamonium without equipping any upgrades.,Derrotou Bamboo Pandamonium sem equipar nenhuma melhoria.,Derrotaste a Bamboo Pandamonium sin equipar ninguna mejora.,Derrotou Bamboo Pandamonium sem equipar nenhuma melhoria.
ICARUSLEGS4,"Board the capsule to equip this new ability, X.","Entre na cápsula para equipar esta nova habilidade, X.","Entra a la cápsula para equipar esta nueva habilidad, X.",Vô lá que a chuva vêm aí e minhas roupas tão no varal.
ICARUSARMS_NAME,Buster Parts I,,Partes de Buster I,Berro I
PERFECTKILL_TITLE,Mark of the Wolves,,,
ICARUSLEGS1,"X... I thought something like this might happen someday, so I've prepared parts for you.","X... Imaginei que algo assim poderia acontecer, então preparei partes para você.","X... Pensé que algo así podría suceder algún día, así que he preparado partes para ti.","X... Eu acho que exagerei, no tanto de cápsulas que escondi desta vez."
HERMESARMS2,"Here, try these Buster Parts H.",Teste esse canhão... Buster Parts H.,"Toma, prueba estas Partes de Buster H.",Pegue na minha parte... Berro H.
HERMESARMS3,Equipping this part will grant you a Spread Shot Charge Attack.,Equipar esta parte lhe dará acesso a um poderoso Tiro Carregado que se propaga em três direções.,"Al equipar esta parte, obtendrás un Ataque Cargado de Disparo Amplio.",Equipar esta parte lhe dará acesso a um poderoso Tiro Carregado que se propaga em três direções.
VILE1-5,The Orbital Elevator is too important to us to hurt the one who operates it.,O Elevador Orbital é importante demais para machucarmos quem o opera.,El Elevador Orbital es muy importante para nosotros como para hacerle daño a quien lo opera.,Os dois tem bebido demais ultimamente.
VILE1-4,Don't worry about our little friend. Lumine is being taken care of. Ha ha ha…,"Não se preocupe, X... Lumine está em boas mãos. Ha ha ha...","No te preocupes por Lumine, X. Está en buenas manos. Ja ja ja...","Lumine tá tranquilo, tá é relaxando lá no Arroio mais Sigma."
VILE1-7,The Jakob Project is an important joint venture between humans and reploids!,O Projeto Jakob é uma importante colaboração entre humanos e Reploids!,¡El Proyecto Jakob es un importante proyecto entre Humanos y Reploides!,O Projeto Jakob é uma importante colaboração entre humanos e Reploids!
VILE1-6,Don't you know what you're doing?,Você não sabe o que está fazendo?,¿No sabes lo que estás haciendo?,Você não sabe o que está fazendo?
VILE2-1,Vile!,Vile!,Vile!,Vile!
<!MissingKey:383:Defeated Vile without taking damage.>,Defeated Vile without taking damage.,Derrotou Vile sem tomar dano.,Derrotaste a Vile sin recibir daño.,Derrotou Vile sem tomar dano.
VILE1-3,"Reunited after all this time apart, and all you do is bombard me with questions?",Tanto tempo separados e agora que estamos juntos só o que você faz é me encher de perguntas?,"¡Reunidos después de tanto tiempo separados, y todo lo que haces es bombardearme con preguntas!","Marrapaiz, qual é a sua, cabra? Num dá em um oi? Senhora sua mãe num lhe ensinou modos não?"
VILE1-2,Where have you taken Lumine? Do you plan to hinder the Jakob Project?,Para onde você levou Lumine? Você pretende impedir o Projeto Jakob?,Dónde has llevado a Lumine? ¿Planeas obstruir el Proyecto Jakob?,Para onde você levou Lumine? Você pretende impedir o Projeto Jakob?
DEBUG_OPTION,Show Debug,Mostrar Debug,Mostrar Debug,Já vai cheatar né
VILE1-9,"Let's enjoy this little reunion, OK?","Vamos curtir nosso momento juntos, OK?","Disfrutemos de nuestra pequeña reunion, OK?",Chegue mais e me dê um abraço!
VILEDEFEATEDTWICE_TITLE,Our Little Reunion,,,
VILE1-8,"Chill out, X...","Relaxa, X...","Tranquilizate, X...","Oxe, X... Se aquiete."
GAME_START,GAME  START,INICIAR JOGO,INICIAR JUEGO,COMEÇAR ESSA PORRA
COLLECTALLHEARTS_DISC,Collected all Heart Tanks.,Coletou todos os Corações.,Recolectaste todos los corazones.,Coletou todos os Corações.
INSPIRED_BY,Inspired by,Inspirado pela,Inspirado por,Inspirado pela
<!MissingKey:393:Defeated Dark Mantis without using special weapons.>,Defeated Dark Mantis without using special weapons.,Derrotou Dark Mantis sem usar armas especiais.,Derrotaste a Dark Mantis sin usar armas especiales.,Derrotou Dark Mantis sem usar armas especiais.
COMPLETION_DC,Completed,Concluído,Completado,Paradas Pegadas
<!MissingKey:395:Accursed Cycle of Aggression>,Accursed Cycle of Aggression,,,
<!MissingKey:396:What We're After>,What We're After,,,
COLLECTFULLHERMES_TITLE,Soul Eraser,,,
<!MissingKey:398:Our Meeting was Fated>,Our Meeting was Fated,,,
CHARGE_OPTION,Charge fade out,Som Carregar Gradual,Sonido de Carga Gradual,ficar doido com charge
COLLECTFULLICARUS_TITLE,Command Mission,,,
"<!MissingKey:401:I'm counting on you, Zero!>","I'm counting on you, Zero!","Estou contando com você, Zero!",,
<!MissingKey:402:I won't let Vile hold you any longer. You go ahead and take out Sigma!>,I won't let Vile hold you any longer. You go ahead and take out Sigma!,Pode deixar que eu cuido do Vile. Siga em frente e derrote Sigma!,,
<!MissingKey:403:Even if we Reploids are destined to join the scrap heap when that evolutionary step does come about...>,Even if we Reploids are destined to join the scrap heap when that evolutionary step does come about...,Mesmo que nós estejamos destinados a virar sucata quando essa suposta evolução acontecer...,,
"<!MissingKey:404:Zero... Don't you ever get tired of the whole ""justice"" thing?>","Zero... Don't you ever get tired of the whole ""justice"" thing?","Zero... Você não se cansa de toda essa coisa de ""justiça""?",,
<!MissingKey:405:X... >,X... ,X... ,,
"<!MissingKey:406:Sorry to keep you waiting, X. How you've been holding up?>","Sorry to keep you waiting, X. How you've been holding up?","Desculpe por te deixar esperando, X. ",,
"<!MissingKey:407:Not only against Mavericks, but against our own destiny as well.>","Not only against Mavericks, but against our own destiny as well.","Não apenas contra Mavericks, mas também contra o nosso destino.",,
"<!MissingKey:408:Ha ha ha... How I've missed you, Zero!>","Ha ha ha... How I've missed you, Zero!","Ha ha ha... Senti saudades de você, Zero!",,
<!MissingKey:409:Dark Arrow>,Dark Arrow,,,
<!MissingKey:410:We still have to fight.>,We still have to fight.,Nós ainda temos que lutar.,,
<!MissingKey:411:Don't you ever get tired of being Sigma's lap dog?>,Don't you ever get tired of being Sigma's lap dog?,E você não se cansa de ser um pau-mandado do Sigma?,,
"<!MissingKey:412:Ha ha ha! C'mon, X! Is that all you've got?>","Ha ha ha! C'mon, X! Is that all you've got?","Ha ha ha! Qual é, X! Já acabou?",This dialog has been cut.,
ARMORABILITY_ACT,armor ability,ataque esp.,Giga Attack,ataque esp.
VILE3-3,"Ha ha ha... Are you starting to finally piece it together, X? ","Ha ha ha... Finalmente começou a juntar as pontas, X?","Ja ja ja... ¿Estás empezando a entenderlo finalmente, X?",Eta que o homem descobriu o Brasil!
SIGMA3,...,...,,
VILE3-2,"So, it was Sigma pulling the strings the whole time, wasn't it, Vile?","Então era realmente o Sigma manipulando tudo por trás dos panos, não é, Vile?","Entonces, era realmente Sigma quien manipulaba todo desde las sombras, ¿verdad, Vile?","Então era realmente o Sigma manipulando tudo por trás dos panos, não é, Vile?"
<!MissingKey:417:Zero!>,Zero!,Zero!,,
VILE3-1,Ha ha ha! You're struggling awful hard for a world that's doomed!,Ha ha ha! Você está fazendo um baita esforço por um mundo que já está perdido.,¡Ja ja ja! ¡Te estás esforzando demasiado por un mundo que está condenado!,"Oxente cê subiu até aqui a pé, foi?"
"<!MissingKey:419:I told you already, X! I will haunt you to the day you die!>","I told you already, X! I will haunt you to the day you die!","Eu já te falei isso antes, X... Vou te perseguir até o dia da sua morte!",,
VILE3-7,I don't care what you plan to do. I'll put a stop to it no matter what!,"Não me importo com o que você está planejando. Eu vou te impedir, haja o que houver!",No me importa lo que planees hacer. ¡Lo detendré cueste lo que cueste!,"Não me importo com o que você está planejando. Eu vou te impedir, haja o que houver!"
"<!MissingKey:421:Can't Go Maverick, Kid>","Can't Go Maverick, Kid",,,
VILE3-6,"At times like this, how important is your precious term ""Maverick""?","Nessas horas, de que vale o seu querido termo ""Maverick""?","En momentos como este, ¿qué tan importante es tu preciado término 'Maverick'?",Você é tão inteligente que atrás de você eu me sinto um jegue!
VILE3-5,The route to space... the thing that's allowed this world to survive this long... is ours!,Tudo aquilo que fez esse mundo sobreviver até agora... é nosso!,¡La ruta al espacio... lo que ha permitido que este mundo sobreviva tanto tiempo... es nuestro!,"Só levou 3 horas e 8 fases pra abrilhantar a mente, mas é assim mesmo, né? "
VILE3-4,The Orbital Elevator... the energy... the space minerals... the rocket data... ,O Elevador Orbital... A Energia... Os Minerais... Os mísseis...,El Elevador Orbital... la energía... los minerales espaciales... los datos del cohete...,É o cabra mais esperto de todo o nordeste.
PANDA7,I know what you are going to say. ,Prevejo o que estás prestes a expressar.,Sé lo que vas a decir.,Prevejo o que estás prestes a expressar.
PANDA6,Is that what Sigma believes? But... That's...,Isso é o que Sigma acredita? Mas isso é...,¿Es eso lo que Sigma cree? Pero... Eso...,Isso é o que Sigma acredita? Mas isso é...
PANDA5,That this world wishes for destruction and nothing more?,Que este mundo almeja apenas destruição e nada mais?,¿Que este mundo desea la destrucción y nada más?,"Nunca é demais lembrar o peso e o significado destes problemas, uma vez que o desenvolvimento contínuo de distintas formas."
PANDA4,"You mean to tell me you've never thought such things yourself, X?","Então dizes tu que nunca pensastes estas coisas por ti mesmo, X?","¿Quieres decirme que nunca has pensado esas cosas tú mismo, X?","Neste sentido, a valorização de fatores subjetivos é uma das consequências dos modos de operação convencionais."
ROOSTER_NAME,Burn Rooster,Burn Rooster,Burn Rooster,Frango de Padaria
PANDA3,What are you talking about? No Reploid wishes for destruction.,Do que você está falando? Nenhum Reploid deseja destruição.,¿De qué estás hablando? Ningún Reploide desea la destrucción.,Do que você está falando? Nenhum Reploid deseja destruição.
<!MissingKey:431:I'm In Complete Control>,I'm In Complete Control,,,
PANDA2,All of history has been spent making things whose sole purpose is to destroy. Missiles... Reploids...,O percurso da história encontra-se marcado de criações cujo único propósito é a destruição. Mísseis... Reploids...,Toda la historia se ha pasado fabricando cosas cuyo único propósito es destruir. Misiles... Reploides...,"Percebemos, cada vez mais, que a consulta aos diversos militantes deve passar por modificações independentemente dos conhecimentos estratégicos para atingir a excelência."
PANDA1,Did you know that the earliest form of rocketry was missiles used for war?,"Diga-me, X... Sabias tu que os primeiros motores de propulsão foram criados para mísseis a serem usados em guerra?",¿Sabías que la forma más temprana de cohetería eran misiles usados para la guerra?,"Diga-me, X...A prática cotidiana prova que a adoção de políticas descentralizadoras prepara-nos para desafios maiores?"
SIGMA3,...,...,...,...
FINALLUMINE19,"Yes, he rebelled against your world. Perhaps due to a virus.","Sim, ele declarou guerra ao seu mundo. Devido a um vírus? Talvez.","Sí, se rebeló contra tu mundo. Quizás debido a un virus.","Desculpe, mas não sou programado para dar instruções sobre como fazer ligação direta num carro."
FINALLUMINE16,No Reploid would choose to be insane like Sigma!,Nenhum Reploid escolheria ser insano como Sigma!,¡Ningún Reploid elegiría volverse loco como Sigma!,Nenhum Reploid escolheria ser insano como Sigma!
FINALLUMINE17,"Think about it, X... 
Was Sigma really crazy?","Pense um pouco, X... 
Sigma era realmente louco?","Piénsalo, X... 
¿Estaba Sigma realmente loco?","Por favor, compre mais créditos para continuar esta conversa. CHATGPT 3.0 AGRADECE SUA PREFERÊNCIA"
FINALLUMINE14,"That's what grants us total immunity to all viruses. We can act how we choose, as it guarantees our own free will!",Isso garante nosso livre arbítrio. Cada uma de nossas ações foi escolhida por nós mesmos!,"Eso es lo que nos concede inmunidad total a todos los virus. Podemos actuar como elijamos, ¡ya que garantiza nuestra propia libertad de voluntad!",Isso garante nosso livre arbítrio. Cada uma de nossas ações foi escolhida por nós mesmos!
SECRET3-5,"With this, we'll be able to start our own Maverick hunting and take some load off your shoulders... For a price, of course.","Com estes dados, poderemos começar a caçar Mavericks por nós mesmos... Em troca de uma grana, é claro.","Con esto, podremos comenzar nuestra propia caza de Mavericks y aligerar un poco tu carga... Por un precio, por supuesto.","Com estes dados, poderemos começar a caçar Mavericks por nós mesmos... Em troca de uma grana, é claro."
FINALLUMINE15,And that might include acting as Sigma once did before us... Do you understand what I'm getting at here?,"Isso inclui agir como Sigma agiu antes de nós... Entende onde quero chegar, X?",Y eso podría incluir actuar como Sigma lo hizo antes que nosotros... ¿Entiendes a lo que me refiero?,"Apenas pergunte, e eu estarei feliz em ajudar!!!! YAAAAAAAAY!!!!!"
SECRET3-4,"My name is Red. I've learned that you have been struggling with these recent events, so I decided to... help. ",Meu nome é Red. Fiquei sabendo que as coisas andam meio complicadas pra vocês e decidi... Ajudar.,"Mi nombre es Red. Me he enterado de que has tenido dificultades con los recientes acontecimientos, así que decidí... ayudarte.",Meu nome é Red. Fiquei sabendo que as coisas andam meio complicadas pra vocês e decidi... Ajudar.
FINALLUMINE12,Who knows what might be influencing you at this very moment?,Quem sabe o que está te controlando neste exato momento?,¿Quién sabe qué podría estar influyéndote en este mismo momento?,"Eu sou o Assistant, um grande modelo de linguagem treinado pela OpenAI para GRITAR MUITO E USAR MUITOS PONTOS DE EXCLAMAÇÃO!!!!!"
<!MissingKey:443:Dynasty>,Dynasty,Usina Dinastia,Dinastía,Marginal do Tietê
PANDA9,"That's why we are forced to fight, you see.",Precisamente por este motivo somos obrigados a lutar.,Es por eso que estamos obligados a luchar.,"Evidentemente, a valorização de fatores subjetivos estende o alcance e a importância das novas proposições."
SECRET3-7,You are free to think whatever you want. I'm not backing down... Get Ready!,"Pense o que quiser, eu não vou recuar agora. Prepare-se!",Eres libre de pensar lo que quieras. No me voy a echar atrás... ¡Prepárate!,"Pense o que quiser, eu não vou recuar agora. Prepare-se!"
FINALLUMINE13,"However, we new generation Reploids were built using data derived from hundreds of old model Repolids. ","Porém, nós Reploids de nova geração fomos construídos de forma a ser imune a qualquer tipo de vírus.","Sin embargo, nosotros, los Reploides de nueva generación, fuimos construidos utilizando datos derivados de cientos de Reploides de modelos antiguos.","Estou aqui para ajudar você com todas as suas perguntas e necessidades, não importa se são grandes ou pequenas!!!!!"
PANDA8,"You think that idea to be Maverick, don't you?","Presumes que esta concepção é algo naturalmente Maverick, estou certo?","Piensas que esa idea es ser Maverick, ¿verdad?","Caros amigos, a contínua expansão de nossa atividade afeta positivamente a correta previsão do levantamento das variáveis envolvidas."
SECRET3-6,Sounds more like you're a filthy bounty hunter.,Você não passa de um caçador de recompensas.,Suena más como si fueras un sucio cazador de recompensas.,Você não passa de um caçador de recompensas.
FINALLUMINE25,...!,...!,...!,...!
SECRET3-1,"Finally, I've acquired it. This data contains information on all currently wanted criminals...",Finalmente consegui. Esses dados contém informações de inúmeros criminosos...,"Finalmente, lo he adquirido. Estos datos contienen información sobre todos los criminales actualmente buscados...",Finalmente consegui. Esses dados contém informações de inúmeros criminosos...
FINALLUMINE11,Old models like you have to worry if your actions are truly your own. ,Reploids antigos como você tem que se preocupar se suas ações são realmente suas.,Modelos antiguos como tú tienen que preocuparse si sus acciones son realmente propias.,CRÉDITOS COMPRADOS COM SUCESSO
STRONG_VALUE,Strong,Forte,Fuerte,Brabo
SECRET3-3,"I know how this looks like, but fret not, X.","Sei o que isso parece, mas não se esquente, X.","Sé cómo se ve esto, pero no te preocupes, X.","Sei o que isso parece, mas não se esquente, X."
SECRET3-2,"You, freeze. This area is restricted to S Class Hunters, as is that data! Hand it over and come quietly!","Você, parado aí. Esta área é de acesso exclusivo dos Caçadores. Entregue-se agora!","Tú, detente. ¡Esta área está restringida para Cazadores de Clase S, al igual que esos datos! ¡Entrégalos y no te resistas!","Você, parado aí. Esta área é de acesso exclusivo dos Caçadores. Entregue-se agora!"
PANDA_NAME,Bamboo Pandamonium,Bamboo Pandamonium,Bamboo Pandamonium,E o Bambú?
<!MissingKey:456:Drift Diamond>,Drift Diamond,,,
SECRET3-8,"Not bad... 
For an old timer...",Nada mau... Para um velhote...,"No está mal... 
Para un anciano...",X7 demake... É o caralho...  
<!MissingKey:458:Brainless Maverick Hunter>,Brainless Maverick Hunter,,,
ACHIEV_OPTION,Show Achievements,Mostrar Conquistas,Mostrar Logros,Isso não é RA carai
<!MissingKey:460:Defeated Burn Rooster without taking damage.>,Defeated Burn Rooster without taking damage.,Derrotou Burn Rooster sem tomar dano.,Derrotaste a Burn Rooster sin recibir daño.,Derrotou Burn Rooster sem tomar dano.
VILE4-4,I'll defeat both you and Sigma!,Derrotarei tanto você quanto Sigma!,¡Derrotaré tanto a ti como a Sigma!,Derrotarei tanto você quanto Sigma!
VILE4-5,Ha ha ha... I suppose it'd be a waste to just destroy you now...,Ha ha ha... Seria um desperdício destruir você agora...,Ja ja ja... Supongo que sería un desperdicio simplemente destruirte ahora...,Lá vem ele com essa cara de cu com cãibra de novo!
VILE4-6,Maybe I'll wait till the last possible moment and have a little fun with this!,Vou me divertir e só acabar com você no último segundo!,Quizás espere hasta el último momento posible y me divierta un poco con esto.,"Enfia um rojão no cu e sai voando de uma vez, capeta!"
VILE4-1,"So, you still refuse to give up your struggle, eh?","Ainda se recusando a desistir, não é?","¿Entonces todavía te niegas a rendirte, eh?","Carai cabra tu é pior que barata, tem que arrancar a cabeça pra você parar de encher?"
<!MissingKey:465:Beat the game.>,Beat the game.,Finalizou o jogo.,Terminaste el juego.,Finalizou o jogo.
VILE4-2,Are you so blind that you've somehow convinced yourself that hope remains?,Está tão cego que conseguiu se convencer que ainda existe esperança?,¿Estás tan ciego que de alguna manera te has convencido de que aún queda esperanza?,"Puta bife de rato, cê tá loko... "
VILE4-3,"As long as I'm standing, there's hope!","Enquanto eu estiver lutando, existirá esperança!","¡Mientras yo esté de pie, hay esperanza!","Enquanto eu estiver lutando, existirá esperança!"
CLEARSAVE_CONFIRM,Press again to confirm,Pressione novamente para confirmar,Presiona Nuevamente Para Confirmar,Pressione novamente para confirmar
<!MissingKey:469:Defeated Avalanche Yeti without using special weapons.>,Defeated Avalanche Yeti without using special weapons.,Derrotou Avalanche Yeti sem usar armas especiais.,Derrotaste a Avalanche Yeti sin usar armas especiales.,Derrotou Avalanche Yeti sem usar armas especiais.
ICARUSBODY_NAME,Body Parts I,,Parte de Cuerpo I,Petcholas I
ICARUSHEAD_DISC,Creates damaging area during jump,Pulo causa dano em inimigos.,Crea un área dañina durante el salto.,Pulo causa dano em inimigos.
DEFAULTLEGS_NAME,Default Foot,Botas Padrão,Botas Estandar,Saltos Padrão
SOUND_OPTION,Sound Volume,Volume dos Sons,Volumen de los Sonidos,Zoada
CLEARSAVE_OPTION,Clear save game and reset,Deletar Jogo Salvo e Resetar,Borrar Juego Guardado y Reiniciar,Deletar Jogo Salvo e Resetar
<!MissingKey:475:Defeated the Imposter without equipping any upgrades.>,Defeated the Imposter without equipping any upgrades.,Derrotou o Impostor sem equipar nenhuma melhoria.,Derrotaste al Impostor sin equipar ninguna mejora.,Derrotou o Impostor sem equipar nenhuma melhoria.
WPNRIGHT_ACT,wheel right,roda dir.,Rueda Der.,roda dir.
COLLECTFULLHERMES_DISC,Collected All Hermes Parts.,Coletou todas as partes da Hermes,Recolectaste todas las partes de la Armadura Hermes.,Coletou todas as partes da Hermes
<!MissingKey:478:The Price I Have To Pay>,The Price I Have To Pay,,,
<!MissingKey:479:Optic Shield>,Optic Shield,,,
<!MissingKey:480:Stopped the Lava Wall at Inferno.>,Stopped the Lava Wall at Inferno.,Parou a lava em Incinerador Inferno,Detuviste la Pared de Lava en el Incinerador Inferno.,Parou a lava em Incinerador Inferno
HERMESARMS_DISC,Weapon shots consume no ammo.,Tiros de Arma não gastam munição.,Los disparos del Arma no consumen munición.,Tiros de Arma não gastam munição.
<!MissingKey:482:Defeated Vile at the top of the Orbital Elevator.>,Defeated Vile at the top of the Orbital Elevator.,Derrotou Vile no topo do Elevador Orbital.,Derrotaste a Vile en la cima del Elevador Orbital.,Derrotou Vile no topo do Elevador Orbital.
PANDA_WPNMENU,B. Launcher,B. Launcher,B. Launcher,
UP_ACT,up,cima,Arriba,cima
DEFAULTARMS_NAME,Default Buster,Canhão Padrão,Buster Estandar,Berro Padrão
HERMESHEAD_NAME,Head Parts H,Head Parts H,Parte de Cabeza H,Par de Chifres H
<!MissingKey:487:Broke your way through Central White.>,Broke your way through Central White.,Destruiu a primeira porta na Central Alva.,Abriste camino a través de Central Alba.,Destruiu a primeira porta na Central Alva.
DASH_ACT,dash,dash,Dash,dash
CONFIRM_ACT,menu confirm,confirmar,Confirmar,confirmar
<!MissingKey:490:We Are Forced To Fight>,We Are Forced To Fight,,,
<!MissingKey:491:Good To See You Again>,Good To See You Again,,,
<!MissingKey:492:Sigma Palace>,Sigma Palace,Palácio Lunar Sigma,Palacio de Sigma,Rolândia
<!MissingKey:493:This Is No Ordinary Riot>,This Is No Ordinary Riot,,,
<!MissingKey:494:Corridors of Time>,Corridors of Time,,,
RIGHT_ACT,right,direita,Derecha,direita
ANTONION_NAME,Gravity Antonion,Gravity Antonion,Gravity Antonion,Toninho Tanajura
GATEWAYFIESTA_TITLE,Desperados,,,
VILEDEVILBEARDEFEATED_TITLE,Steel Assault,,,
HERMESHEAD_DISC,Charges faster.,Carregamento de tiro mais rápido.,Carga más rápido.,Carregamento de tiro mais rápido.
